station_id,terminal_id,X_lon,Y_lat,address,postcode,place,area,started,docks,hires,duration
432,22158,-0.173894,51.496957,72 Exhibition Rd,SW7 2PA,Exhibition Road Museums,South Kensington,20120105,22,92827,1840
433,22169,-0.116279,51.524564,139 Gray's Inn Rd,WC1X8JR,Wren Street,Holborn,20120105,33,84552,887
435,22170,-0.105593,51.488852,60 Kennington Park Rd,SE114RE,Kennington Station,Kennington,20120109,23,36767,1317
436,22171,-0.11655,51.51824,75 Red Lion St,WC1V6TP,Red Lion Street,Holborn,20120109,36,105923,909
437,200056,-0.120903,51.488124,139 Vauxhall Walk,SE115HL,Vauxhall Walk,Vauxhall,20120109,27,28886,1287
439,200053,-0.118677,51.5338,75 Killick St,N1  9RY,Killick Street,King's Cross,20120109,22,35335,1237
440,200032,-0.113134,51.483145,34 Kennington Oval,SE115TB,Kennington Oval,Oval,20120109,33,58411,1380
441,200039,-0.114605,51.495656,A3203,SE116NB,Sail Street,Vauxhall,20120109,24,27231,1114
442,200035,-0.211358,51.510101,8 Walmer Rd,W11 4SF,Walmer Road,Avondale,20120109,24,29209,1539
443,200033,-0.058641,51.515256,18 Philpot St,E1  2DT,Philpot Street,Whitechapel,20120109,30,49208,1058
444,200047,-0.055312,51.52568,249-253 Cambridge Heath Rd,E2  6FH,Bethnal Green Garden,Bethnal Green,20120109,24,48366,1405
445,200003,-0.065076,51.52388,24 Dunbridge St,E2  6JA,Cheshire Street,Bethnal Green,20120109,27,48185,971
446,200042,-0.055894,51.528936,319 Cambridge Heath Rd,E2  9LH,York Hall,Bethnal Green,20120111,27,72699,1501
447,200054,-0.007542,51.493381,329-343 A1206,E14 3HN,Jubilee Crescent,Cubitt Town,20120111,54,23210,1241
448,22165,-0.02296,51.50623,North Dock footbridge,E14 4QJ,Fisherman's Walk West,Canary Wharf,20120111,36,62902,1535
449,200020,-0.057159,51.511088,132 Cable St,E1  0DE,Shadwell Station,Shadwell,20120111,35,64057,1138
450,200002,-0.053177,51.515975,60 Jubilee St,E1  3EG,Jubilee Street,Stepney,20120111,28,50706,1006
451,200021,-0.063531,51.504719,2 Vaughan Way,E1W 1NA,Hermitage Court,Wapping,20120111,16,33147,843
452,200049,-0.070542,51.505697,67 St Katharine's Way,E1W 1UQ,St. Katharine's Way,Tower,20120111,24,52237,1503
453,200045,-0.055167,51.508447,32 Garnet St,E1W 3RY,Garnet Street,Shadwell,20120112,24,47296,1147
454,200046,-0.021582,51.487679,16 Napier Ave,E14 3QE,Napier Avenue,Millwall,20120114,20,27592,1469
455,200031,-0.014409,51.49447,151 E Ferry Rd,E14 9GL,East Ferry Road,Cubitt Town,20120114,17,21831,1609
456,200118,-0.144664,51.538071,54A Parkway,NW1 7AH,Parkway,Camden Town,20120114,33,50604,1897
457,200016,-0.145393,51.542138,2 Leybourne St,NW1 8QX,Castlehaven Road,Camden Town,20120114,29,81421,2174
458,200034,-0.057544,51.504749,78-80 Wapping Ln,E1W 2RT,Wapping Lane,Wapping,20120114,28,62110,1146
459,200014,-0.03338,51.535179,458 Old Ford Rd,E3  5PS,Gunmakers Lane,Old Ford,20120114,17,47733,1961
460,200123,-0.029138,51.516196,253-275 Burdett Rd,E14 7ER,Burdett Road,Mile End,20120114,33,38383,1426
461,200013,-0.038775,51.516,40 Aston St,E14 7NG,Aston Street,Stepney,20120114,26,29283,1256
462,200105,-0.138853,51.541603,14 Bonny St,NW1 9LS,Bonny Street,Camden Town,20120114,45,74048,1640
463,200093,-0.071881,51.534776,Thurtle Rd,E2  8LU,Thurtle Road,Haggerston,20120114,22,26336,1374
464,200082,-0.052099,51.51417,385-397 Commercial Rd,E1  0PW,St. Mary & St. Michael Church,Stepney,20120114,25,18798,1257
465,200152,-0.08249,51.53558,40 Hyde Rd,N1  5PX,Pitfield Street North,Hoxton,20120114,28,71606,1188
466,200158,-0.076341,51.534464,3 Whiston Rd,E2  8BW,Whiston Road,Haggerston,20120114,21,44697,1378
467,200168,-0.030556,51.523538,25 Southern Grove,E3  4PX,Southern Grove,Bow,20120114,17,25346,1139
468,200150,-0.022694,51.521564,110 Knapp Rd,E3  4EN,Cantrell Road,Bow,20120117,24,12133,1874
469,22178,-0.020467,51.513757,66 Lindfield St,E14 6GW,Lindfield Street,Poplar,20120117,44,25690,1346
470,200174,-0.025492,51.530535,18 Mostyn Grove,E3  2LS,Mostyn Grove,Bow,20120118,46,34944,1508
471,200006,-0.028155,51.533283,1 Hewison St,E3  2YH,Hewison Street,Old Ford,20120118,19,30427,1420
472,200019,-0.027616,51.529452,8 Malmesbury Rd,E3  2BY,Malmesbury Road,Bow,20120118,21,7366,1768
473,22167,-0.019355,51.496137,59 Millharbour,E14 8PP,Millharbour,Millwall,20120119,19,11443,1710
474,200155,-0.011457,51.498125,42-66 E Ferry Rd,E14 3LJ,Castalia Square,Cubitt Town,20120119,39,8119,1436
475,200004,-0.020157,51.499041,Lighterman's Rd,E14 9AN,Lightermans Road,Millwall,20120120,57,21735,2090
476,200009,-0.009205,51.489096,40 Stebondale St,E14 3ER,Stebondale Street,Cubitt Town,20120131,29,10603,2468
477,200018,-0.018716,51.49109,32 Spindrift Ave,E14 9UX,Spindrift Avenue,Millwall,20120131,36,28065,1731
478,200012,-0.04667,51.521889,270 Mile End Rd,E1  4DT,Stepney Green Station,Stepney,20120131,21,64445,1268
479,200156,-0.058005,51.527152,458 Bethnal Green Rd,E2  0EA,Pott Street,Bethnal Green,20120131,20,83953,1199
480,200115,-0.038986,51.512871,56372 Branch Rd,E14 7LP,Flamborough Street,Limehouse,20120131,25,75648,1494
481,200022,-0.009001,51.487129,Saunders Ness Rd,E14 3GR,Saunders Ness Road,Cubitt Town,20120131,35,43950,2517
482,200052,-0.02377,51.509843,Thornfield House,E14 8EW,Thornfield House,Poplar,20120131,26,5774,2032
483,22166,-0.047784,51.51328,420B Commercial Rd,E1  0HQ,Albert Gardens,Stepney,20120131,33,57521,1086
484,22172,-0.013258,51.528828,680 Blackwall Tunnel Northern Approach,E3  3BB,Bromley High Street,Bow,20120201,24,18883,2304
485,22173,-0.048017,51.531127,172A Old Ford Rd,E2  9JF,Old Ford Road,Bethnal Green,20120201,24,52581,1725
486,22174,-0.069543,51.525645,1 Granby St,E2  6DL,Granby Street,Shoreditch,20120201,37,86320,1279
487,22175,-0.025626,51.511811,7 Canton St,E14 6JW,Canton Street,Poplar,20120201,23,26591,1337
488,22176,-0.058681,51.506946,14 Wapping Ln,E1W 3AQ,Reardon Street,Wapping,20120201,22,43720,1002
489,22177,-0.064094,51.513074,101 Christian St,E1  1RU,Christian Street,Whitechapel,20120201,34,64174,954
490,200090,-0.065006,51.508622,Pennington St Warehouse,E1W 2AD,Pennington Street,Wapping,20120201,45,20881,1085
491,200249,-0.041378,51.522507,410 Mile End Rd,E1  4RG,Queen Marys,Mile End,20120201,45,61092,1291
492,200230,-0.03562,51.524677,552 A11,E3  4PL,The Green Bridge,Mile End,20120201,63,71994,1691
494,200233,-0.016251,51.50196,South Quay Walk,E14 5BF,South Quay East,Canary Wharf,20120201,36,4916,2585
495,200252,-0.018703,51.528169,118 Bow Rd,E3  3AH,Bow Church Station,Bow,20120201,39,44058,1989
496,200255,-0.015578,51.52512,20 Devons Rd,E3  3JA,Devons Road,Bow,20120201,39,24530,1728
497,200242,-0.027467,51.526177,3 Merchant St,E3  4LY,Coborn Street,Mile End,20120201,27,16514,1431
498,200251,-0.025296,51.527058,42 Bow Rd,E3  4DH,Bow Road Station,Bow,20120201,41,46566,1652
499,200011,-0.021345,51.519265,183-213 Devons Rd,E3  3RW,Furze Green,Bow,20120201,36,47323,1466
500,200148,-0.055731,51.519806,12-16 A11,E1  4UY,Sidney Street,Stepney,20120201,41,65691,1247
501,200073,-0.054883,51.522561,Cephas St,E1  4HH,Cephas Street,Bethnal Green,20120201,24,48404,1128
502,,-0.022698,51.502556,20 Bank St,E14 4AD,South Quay West,Canary Wharf,20120201,0,11762,1632
503,200250,-0.051394,51.520893,81 Mile End Rd,E1  4UH,Cleveland Way,Bethnal Green,20120201,36,46549,1148
504,200243,-0.009506,51.496454,32 Manchester Rd,E14 3JD,St. John's Park,Cubitt Town,20120201,30,11256,1690
505,200038,-0.026768,51.520398,15 Ackroyd Dr,E3  4JA,Ackroyd Drive,Bow,20120201,29,19228,1408
506,200036,-0.075855,51.517475,92 Bell Ln,E1  7LQ,Bell Lane,Liverpool Street,20120201,23,61978,1091
507,200131,-0.059091,51.528692,84 Clarkson St,E2  0BD,Clarkson Street,Bethnal Green,20120201,31,27165,1091
508,200157,-0.074431,51.519362,86 Commercial St,E1  6QG,Fournier Street,Whitechapel,20120201,18,75133,1294
509,200253,-0.090075,51.517842,Fore St Ave,EC2Y9DT,Fore Street,Guildhall,20120201,19,54446,807
510,200238,-0.025996,51.509303,160 Westferry Rd,E14 8SE,Westferry DLR,Limehouse,20120201,41,75832,1571
511,200256,-0.053558,51.511066,Sutton St,E1  0AX,Sutton Street,Shadwell,20120201,33,50216,1223
512,200083,-0.06142,51.532091,2 Pritchard's Rd,E2  6GE,Pritchard's Road,Bethnal Green,20120201,30,79226,1223
513,200162,-0.055656,51.514222,284-296 A13,E1  2HR,Watney Market,Stepney,20120202,51,48050,1172
514,200008,-0.155525,51.516204,15 Portman Square,W1H 6LQ,Portman Square,Marylebone,20120202,17,45910,1248
515,200080,-0.211316,51.500088,7 Russell Gardens,W14 8EZ,Russell Gardens,Olympia,20120202,24,22890,1268
516,200089,-0.014438,51.5112,173 E India Dock Rd,E14 0EB,Chrisp Street Market,Poplar,20120204,18,30670,1972
517,200027,-0.033085,51.532513,3 Ford Rd,E3  5NS,Ford Road,Old Ford,20120204,18,28474,1525
518,200041,-0.037471,51.528224,2 Antill Rd,E3  5BS,Antill Road,Mile End,20120204,30,34984,1662
519,200254,-0.011662,51.518811,177 Teviot St,E14 6PY,Teviot Street,Poplar,20120204,33,6174,2081
520,200234,-0.047218,51.526041,193 Bancroft Rd,E1  4BS,Bancroft Road,Bethnal Green,20120204,21,36848,1204
521,200030,-0.037366,51.534137,73 Driffield Rd,E3  5NH,Driffield Road,Old Ford,20120204,19,45039,1883
522,200161,-0.036017,51.525941,48 Clinton Rd,E3  5AX,Clinton Road,Mile End,20120204,36,36445,1715
523,200160,-0.013475,51.51549,33 Bright St,E14 6GN,Langdon Park,Poplar,20120206,24,14139,1805
524,200017,-0.179668,51.511654,100 Lancaster Gate,W2  3NS,Lancaster Gate,Bayswater,20120206,38,56477,1669
525,,-0.014085,51.504405,2 Churchill Place,E14 4BB,Churchill Place,Canary Wharf,20120207,0,20284,1224
526,200143,-0.008428,51.503143,69 Preston's Rd,E14 9NY,Lancaster Drive,Blackwall,20120207,27,19108,1384
527,200154,-0.215808,51.503802,145 Holland Rd,W11 4XX,Hansard Mews,Holland Park,20120208,20,35526,1831
528,200088,-0.145827,51.507326,19 Clarges St,W1J 5HE,Clarges Street,Mayfair,20120209,16,22770,1359
529,200010,-0.170983,51.486892,11 Manresa Rd,SW3 6NA,Manresa Road,Chelsea,20120209,18,55543,1440
530,200146,-0.012413,51.508896,210 Poplar High St,E14 0AX,Newby Place,Poplar,20120209,18,15388,1804
531,200167,-0.042744,51.530326,295-309 Roman Rd,E2  0SG,Twig Folly Bridge,Mile End,20120210,21,57861,1372
532,200163,-0.020068,51.50357,25 Bank St,E14 5EH,Jubilee Plaza,Canary Wharf,20120211,63,84352,1930
533,200165,-0.069743,51.528222,8-22 Wellington Row,E2  7BD,Wellington Row,Bethnal Green,20120213,33,55337,1230
534,200159,-0.066035,51.531864,1 Goldsmiths Row,E2  8QA,Goldsmith's Row,Haggerston,20120213,27,58621,1549
535,200145,-0.147154,51.537349,Gloucester Ave,NW1 7AT,Gloucester Avenue,Camden Town,20120213,24,50977,1562
536,200024,-0.06992,51.53385,149 Queensbridge Rd,E2  8PB,Queensbridge Road,Haggerston,20120213,35,39254,1303
537,200239,-0.067937,51.51793,71 Old Montague St,E1  5NW,Old Montague Street,Whitechapel,20120213,18,54945,1123
538,200050,-0.00699,51.508981,316 Poplar High St,E14 9QE,Naval Row,Blackwall,20120213,21,17805,1692
539,200151,-0.075901,51.531091,397-400 Geffrye St,E2  8FF,Hoxton Station,Hoxton,20120213,22,53444,1144
540,200134,-0.144466,51.528302,87 Albany St,NW1 4JG,Albany Street,Regent's Park,20120216,27,42083,1020
541,200096,-0.142844,51.506613,80 Piccadilly,W1J 9DZ,Green Park Station,Mayfair,20120216,28,124247,2016
542,200147,-0.033828,51.514115,33 Norbiton Rd,E14 7PH,Salmon Lane,Limehouse,20120216,33,40525,1263
543,200065,-0.204666,51.509591,1 Lansdowne Walk,W11 3LT,Lansdowne Walk,Ladbroke Grove,20120216,21,14975,1974
544,200051,-0.102208,51.526153,22 Percival St,EC1V0EB,Percival Street,Finsbury,20120217,22,52629,833
545,200070,-0.145246,51.539957,220-226 Arlington Rd,NW1 7HD,Arlington Road,Camden Town,20120217,24,45837,1638
546,200044,-0.107987,51.517428,8 New Fetter Ln,EC1N2HT,New Fetter Lane,Holborn,20120220,21,64391,911
547,200127,-0.002275,51.509474,Blackwall Way,E14 9QN,East India DLR,Blackwall,20120220,51,28533,1698
548,200076,-0.107913,51.498386,55-59 Westminster Bridge Rd,SE1 7JE,Westminster Bridge Road,Elephant & Castle,20120220,26,15147,1426
549,200132,-0.104193,51.49605,75 St George's Rd,SE1 6ER,Gaywood  Street,Elephant & Castle,20120223,45,28678,1229
550,200102,-0.039264,51.521564,8-26 Harford St,E1  4SJ,Harford Street,Mile End,20120224,23,32289,1072
551,200066,-0.016233,51.503447,Montgomery St,E14 5LH,Montgomery Square,Canary Wharf,20120225,39,26708,1435
552,200149,-0.056667,51.511542,83-88 Watney St,E1  2QE,Watney Street,Shadwell,20120225,27,77434,1017
553,200064,-0.062546,51.535678,Regent's Row,E8  4PP,Regent's Row,Haggerston,20120225,24,167433,1736
554,200078,-0.005659,51.513548,43A Aberfeldy St,E14 0NU,Aberfeldy Street,Poplar,20120225,16,8617,1599
555,200245,-0.219712,51.509424,32 Ariel Way,W12 7SQ,Westfield Eastern Access Road,Shepherd's Bush,20120225,56,3269,2336
556,200138,-0.021596,51.502661,20 Bank St,E14 4AD,Heron Quays DLR,Canary Wharf,20120225,27,20486,1671
557,200203,-0.0985,51.51601,Angel St,EC1A1HQ,King Edward Street,St. Paul's,20120225,20,39357,870
558,200048,-0.127554,51.493978,22 Page St,SW1P4PQ,Page Street,Westminster,20120225,24,42331,1022
559,200111,-0.205991,51.501391,37 Abbotsbury Rd,W14 8EL,Abbotsbury Road,Holland Park,20120225,24,14096,1912
560,200015,-0.205921,51.511624,69-71 Ladbroke Grove,W11 2PD,Ladbroke Grove Central,Ladbroke Grove,20120227,21,19474,1850
561,200037,-0.043371,51.518369,86 Rectory Square,E1  3NU,Rectory Square,Stepney,20120305,22,36463,1184
562,200074,-0.12335,51.51746,Barter St,WC1A2BA,Bury Place,Holborn,20120305,21,46395,1145
563,200232,-0.009152,51.499286,394 Manchester Rd,E14 3NY,Preston's Road,Cubitt Town,20120305,26,12053,1514
564,200068,-0.117619,51.509943,Somerset House,WC2R2PP,Somerset House,Strand,20120305,41,40351,2248
565,200135,-0.063386,51.521905,27 Selby St,E1  5BL,Selby Street,Whitechapel,20120305,17,18924,907
566,200141,-0.224103,51.509158,220 Ariel Way,W12 7FB,Westfield Ariel Way,White City,20120305,42,18341,2825
568,200110,-0.18697,51.51616,84 Bishop's Bridge Rd,W2  6HL,Bishop's Bridge Road West,Bayswater,20120305,18,49915,1283
569,200248,-0.08299,51.53213,194 Pitfield St,N1  6PZ,Pitfield Street Central,Hoxton,20120305,30,36385,1016
570,200099,-0.017676,51.503083,Jubilee Place,E14 5NY,Upper Bank Street,Canary Wharf,20120307,36,38181,1699
571,200061,-0.218337,51.506256,6 Ariel Way,W12 8AY,Westfield Southern Terrace,Shepherd's Bush,20120307,29,28937,1932
572,200026,-0.141728,51.539099,Blue Arch,NW1 0AS,Greenland Road,Camden Town,20120307,36,81656,1922
573,200001,-0.18119,51.485587,2 Limerston St,SW109TW,Limerston Street,West Chelsea,20120307,18,76808,1314
574,200246,-0.09315,51.53356,52 Eagle Wharf Rd,N1  7ER,Eagle Wharf Road,Hoxton,20120307,45,101732,944
576,200109,-0.022793,51.497304,132 Alpha Grove,E14 8PH,Alpha Grove,Millwall,20120307,23,18736,1658
577,200247,-0.047548,51.528869,114-120 Roman Rd,E2  0RN,Globe Town Market,Bethnal Green,20120307,20,45660,1374
578,200244,-0.057133,51.527607,City View House,E2  9QW,Hollybush Gardens,Bethnal Green,20120307,32,34755,1206
579,200128,-0.093051,51.511246,36 Queen St,EC4R1BN,Queen Street 2,Bank,20120307,36,55474,943
580,200084,-0.102996,51.486929,10 Doddington Grove,SE173RF,Doddington Grove,Kennington,20120307,36,18949,1525
581,200005,-0.147983,51.519167,68 New Cavendish St,W1G 8TB,New Cavendish Street,Marylebone,20120327,18,51695,1003
583,200231,-0.125978,51.497622,5 Great College St,SW1P3JU,Abingdon Green,Westminster,20120327,20,73533,1534
584,200086,-0.19096,51.51244,Ilchester Gardens,W2  4JS,Ilchester Gardens,Bayswater,20120327,21,52503,1605
586,200092,-0.014582,51.490645,162 E Ferry Rd,E14 9US,Mudchute DLR,Cubitt Town,20120327,31,14148,2158
587,200101,-0.08497,51.50964,36 Monument St,EC3R8NB,Monument Street,Monument,20120327,22,44138,1349
588,200071,-0.0801,51.52959,28 Hoxton St,N1  6LB,Hoxton Street,Hoxton,20120327,27,35071,1404
589,200060,-0.179369,51.487196,142 Fulham Rd,SW109QR,Drayton Gardens,West Chelsea,20120402,18,68884,1325
590,200236,-0.16862,51.53256,7A Greenberry St,NW8 7AE,Greenberry Street,St. John's Wood,20120427,26,17149,1336
591,200227,-0.224223,51.506093,6 Wood Ln,W12 7BF,Westfield Library Corner,Shepherd's Bush,20120427,27,38798,2909
592,200108,-0.18377,51.5171,38-42 Bishop's Bridge Rd,W2  6LD,Bishop's Bridge Road East,Bayswater,20120427,20,28041,1184
593,200058,-0.11934,51.531066,16 Northdown St,N1  9JJ,Northdown Street,King's Cross,20120427,21,49446,1166
594,200226,-0.117774,51.513875,14 Kingsway,WC2B6LH,Kingsway Southbound,Strand,20120427,33,53292,1140
595,200142,-0.21985,51.493267,179 Hammersmith Rd,W6  8AQ,Hammersmith Road,Hammersmith,20130912,22,29046,1428
596,200237,-0.199783,51.472817,42 New King's Rd,SW6 4XG,Parson's Green,Parson's Green,20130912,21,34897,1626
597,200229,-0.20782,51.473471,879-891 Fulham Rd,SW6 4JU,Fulham Park Road,Fulham,20130912,27,22142,1611
598,200166,-0.228188,51.494499,St Therton Rd,W6  0DY,Southerton Road,Hammersmith,20130912,38,14285,2219
599,200235,-0.223616,51.485743,118 Rannoch Rd,W6  9SY,Manbre Road,Hammersmith,20130912,28,14445,1398
600,200133,-0.124642,51.481747,98 S Lambeth Rd,SW8 2TH,South Lambeth Road,Vauxhall,20130912,21,18862,1683
601,200136,-0.225787,51.514767,10 Wood Ln,W12 7TS,BBC White City,White City,20130912,36,15359,1720
602,200211,-0.133972,51.472993,429-437 Wandsworth Rd,SW8 2RW,Union Grove,Wandsworth Road,20130912,45,20792,1634
603,200137,-0.116493,51.477839,103-113 A3,SW9 0EG,Caldwell Street,Stockwell,20130912,44,28640,1826
604,200195,-0.138535,51.538792,90-92 A400,NW1 0JA,St Martins Close,Camden Town,20130912,18,12979,1233
605,200198,-0.163667,51.520331,122-132 Seymour Pl,W1H 1NS,Seymour Place,Marylebone,20130912,20,19975,1097
606,200218,-0.210941,51.504199,100 Addison Rd,W14 8DU,Addison Road,Holland Park,20130912,26,10385,1343
607,200125,-0.210279,51.468814,69 Fulham High St,SW6 3JY,Putney Bridge Station,Fulham,20131001,21,24046,1704
608,200224,-0.216493,51.491093,69 Colet Gardens,W6  8DF,Colet Gardens,Hammersmith,20131001,29,3324,1751
609,200208,-0.157788,51.465123,Avalon Comics & Books,SW115QJ,Sugden Road,Clapham,20131007,19,15380,1870
610,200222,-0.172078,51.482567,17D Danvers St,SW3 5AX,Danvers Street,West Chelsea,20131007,21,24643,1642
611,200067,-0.208486,51.506465,126 Holland Park Ave,W11 4UE,Princedale Road,Holland Park,20131011,20,18135,1996
612,200175,-0.141812,51.469259,460 Wandsworth Rd,SW8 3LX,Wandsworth Rd,Isley Court,20131011,30,16696,1664
613,200214,-0.2174,51.504038,4 Richmond Way,W12 8LW,Woodstock Grove,Shepherd's Bush,20131011,24,28566,1526
614,200025,-0.14469,51.478172,1 Bradmead,SW8 4AJ,Bradmead,Battersea Park,20131016,40,10371,1729
615,200029,-0.215895,51.476885,311A Fulham Palace Rd,SW6 6TQ,Finlay Street,Fulham,20131016,24,23248,1692
616,200098,-0.209973,51.481021,68 Aintree St,SW6 7QY,Aintree Street,Fulham,20131016,24,19984,1366
617,200028,-0.207842,51.471079,41a Elysium St,SW6 4ND,Elysium Place,Fulham,20131016,21,11329,1421
618,300003,-0.193254,51.476259,63 New King's Rd,SW6 4SG,Eel Brook Common,Walham Green,20131016,24,18469,1653
619,300012,-0.19701,51.473763,179A New King's Rd,SW6 4BT,Irene Road,Parsons Green,20131016,43,16866,1931
620,300010,-0.16716,51.47518,179 Battersea Bridge Rd,SW113AS,Surrey Lane,Battersea,20131016,28,21295,1512
621,200091,-0.187427,51.460864,1 Podmore Rd,SW181AJ,Wandsworth Town Station,Wandsworth,20131016,33,25215,1858
622,200172,-0.205535,51.507481,2 Lansdowne Rd,W11 3QZ,Lansdowne Road,Ladbroke Grove,20131016,29,26796,1474
623,200186,-0.180791,51.46193,3 Nantes Cl,SW112RY,Nantes Close,Clapham Junction,20131016,22,7255,1524
624,200173,-0.132102,51.472918,Courland Grove,SW8 2RN,Courland Grove,Wandsworth Road,20131016,40,11072,1979
625,200190,-0.149551,51.477619,37-100 Prince of Wales Dr,SW114BU,Queen's Circus,Battersea Park,20131016,28,51333,1924
626,300008,-0.204815,51.484386,145-157 Lillie Rd,SW6 7RY,Normand Park,West Kensington,20131016,24,31308,1559
627,200007,-0.15823,51.46879,41 Holden St,SW115UF,Holden Street,Battersea,20131016,20,7274,1549
628,200062,-0.184318,51.468819,195 William Morris Way,SW6 2UX,William Morris Way,Sands End,20131016,26,19171,1566
629,200187,-0.190184,51.459953,1-2 Morie St,SW181SR,Morie Street,Wandsworth,20131016,28,6480,1908
630,200194,-0.126994,51.470732,10 Clarence Walk,SW4 6QU,Clarence Walk,Stockwell,20131016,28,15742,2008
631,200183,-0.14177,51.479501,77 Battersea Park Rd,SW8 4DU,Battersea Park Road,Nine Elms,20131016,27,17332,1424
632,200176,-0.163041,51.470538,194-196 Sheepcote Ln,SW115BW,Sheepcote Lane,Battersea,20131017,28,13277,1484
633,200116,-0.209378,51.489591,1 Vereker Rd,W14 9DY,Vereker Road North,West Kensington,20131101,32,26807,1411
634,300002,-0.215804,51.494347,43 Brook Green,W6  7EF,Brook Green South,Brook Green,20131101,33,19633,1263
635,200215,-0.214428,51.486062,110-112 Greyhound Rd,W6  8NT,Greyhound Road,Hammersmith,20131101,37,22091,1403
636,200180,-0.193502,51.467064,51 Hugon Rd,SW6 3ES,South Park,Sands End,20131101,27,19802,1029
637,200191,-0.174691,51.45787,24B Spencer Park,SW182TB,Spencer Park,Wandsworth Common,20131101,25,5992,2847
638,300014,-0.169821,51.466633,142 Falcon Rd,SW112PE,Falcon Road,Clapham Junction,20131101,28,39599,1401
639,200081,-0.202038,51.48357,Coomber Rd,SW6 7SD,Coomer Place,West Kensington,20131101,27,22673,1250
640,200179,-0.148059,51.472865,166 Queenstown Rd,SW8 3HL,Silverthorne Road,Battersea,20131101,28,18378,1796
641,300025,-0.117495,51.498241,Lambeth Palace Rd,SE1 7LG,Archbishop's Park,Waterloo,20131101,23,28065,1522
642,200192,-0.174485,51.469161,5-37 Fawcett Cl,SW112LU,Fawcett Close,Clapham Junction,20131101,36,5785,1703
643,300026,-0.204764,51.519042,48 All Saints Rd,W11 1HF,All Saints' Road,Portobello,20131101,22,21530,1748
644,200182,-0.223852,51.483732,102 Rainville Rd,W6  9HJ,Rainville Road,Hammersmith,20131101,36,23264,1478
645,200200,-0.100292,51.501732,69 Great Suffolk St,SE1 0BE,Great Suffolk Street,Borough,20131101,21,24613,872
646,200178,-0.137424,51.498865,Buckingham Court,SW1E6AL,Buckingham Gate,Westminster,20131101,16,34391,1754
647,200181,-0.217515,51.500353,61 Richmond Way,W14 0AR,Richmond Way,Shepherd's Bush,20131101,27,18415,1358
648,200171,-0.196274,51.46904,46 Peterborough Rd,SW6 3DB,Peterborough Road,Sands End,20131101,30,8581,2237
649,300009,-0.180274,51.481805,465 King's Rd,SW100LE,World's End Place,West Chelsea,20131101,22,21918,1616
650,300034,-0.213872,51.51687,69 St Marks Rd,W10 6JE,St. Mark's Road,North Kensington,20131101,23,22137,2035
651,300030,-0.183853,51.480898,507A King's Rd,SW100TX,Thorndike Close,West Chelsea,20131101,25,22319,1859
652,300022,-0.21819,51.511486,123-125 Freston Rd,W10 6TF,Evesham Street,Avondale,20131115,29,6871,2085
653,200196,-0.170703,51.470847,4 Simpson St,SW113HL,Simpson Street,Clapham Junction,20131122,25,23841,1501
654,200223,-0.117661,51.482678,102 Meadow Rd,SW8 1QE,Ashmole Estate,Oval,20131122,34,14913,1174
655,200221,-0.219346,51.482944,9 Crabtree Ln,SW6 6HP,Crabtree Lane,Fulham,20131122,27,18449,1417
656,200040,-0.199135,51.468418,Broomhouse Ln,SW6 3DR,Broomhouse Lane,Parsons Green,20131122,29,7485,1583
657,200220,-0.221791,51.49968,236A Blythe Rd,W14 0HJ,Blythe Road West,Shepherd's Bush,20131122,21,14083,1973
658,300005,-0.164786,51.477292,73-83 A3031,SW114QY,Ethelburga Estate,Battersea Park,20131122,30,40072,1515
659,200212,-0.174619,51.46437,Grant Rd,SW112HJ,Grant Road West,Clapham Junction,20131122,57,3361,2118
660,300020,-0.206029,51.49087,W Cromwell Rd,W14 9AD,West Kensington Station,West Kensington,20131122,22,19533,1313
661,300023,-0.202608,51.51632,53E Colville Gardens,W11 1JQ,All Saints Church,Portobello,20131122,37,38413,1571
662,200189,-0.167919,51.484984,1 Phene St,SW3 5NZ,Phene Street,Chelsea,20131122,24,25715,1726
663,200124,-0.211593,51.51323,112-114 Clarendon Rd,W11 1SA,Clarendon Road,Avondale,20131123,24,11715,1442
664,300013,-0.155442,51.474376,315 Battersea Park Rd,SW114LY,Austin Road,Battersea Park,20131128,24,24127,1513
665,200113,-0.191722,51.461083,16 Smugglers Way,SW181EG,Smugglers Way,Wandsworth,20131128,28,12485,1930
666,300004,-0.208158,51.4961,5a Kensington High St,W14 8XJ,Olympia Way,Olympia,20131128,38,28881,1267
667,200209,-0.222293,51.501594,40 Shepherds Bush Rd,W6  7LX,Shepherd's Bush Road North,Shepherd's Bush,20131128,34,15533,2134
668,300037,-0.236769,51.494223,7-13 Ravenscourt Rd,W6  0UQ,Ravenscourt Park Station,Hammersmith,20131128,26,15400,2711
669,300036,-0.123258,51.476149,61 Teversham Ln,SW8 2DP,Teversham Lane,Stockwell,20131128,39,10664,1913
670,200169,-0.152248,51.467185,5 Ashley Cres,SW115QY,Ashley Crescent,Battersea,20131128,28,17213,1634
671,300052,-0.201968,51.475089,64 St Maur Rd,SW6 4QY,Parsons Green Station,Parsons Green,20131128,56,36229,1407
672,200206,-0.173656,51.464688,1 Grant Rd,SW112HH,Grant Road Central,Clapham Junction,20131128,28,1767,2390
673,300051,-0.180389,51.46517,285 York Rd,SW113QS,Hibbert Street,Clapham Junction,20131128,36,16670,1903
674,300035,-0.116191,51.535467,1 Carnegie St,N1  0UE,Carnegie Street,King's Cross,20131128,40,19577,1218
